"","X","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung"
"1555",1555,"E3123801W000000000005515501221224","ENERCON GmbH","E-115",3000,"06.06.2018",7231133,49.837921,7.018756,149,115,723101133,54487,"Wintrich","UW neu","3000",2018-06-06,7753610,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7754,8670,112,357.6064
"1556",1556,"E3123801W000000000005515501221225","ENERCON GmbH","E-115",3000,"18.05.2018",7231133,49.835867,7.023819,149,115,723101133,54487,"Wintrich","UW neu","3000",2018-05-18,7753610,"7231","Bernkastel-Wittlich","723101","Bernkastel-Kues",2550,7754,8670,112,357.6064
"1557",1557,"E3123801W000000000005920831234530",NA,NA,NA,NA,NA,NA,NA,NA,NA,723501112,54413,"Rascheid","Hauptstr. 900z","3450",2019-12-30,780,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1,9095,909500,3550.2976
"1558",1558,"E3123801W000000000005920831234531",NA,NA,NA,NA,NA,NA,NA,NA,NA,723501112,54413,"Rascheid","Hauptstr. 900Z","3450",2019-12-20,119009,"7235","Trier-Saarburg","723501","Hermeskeil",2675,119,9095,7643,3504.2304
"1559",1559,"E3123801W000000000006333661237084",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Erbachstraße 0","4200",2019-09-13,3697402,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,3697,8670,235,1941.4592
"1560",1560,"E3123801W000000000006333661237086",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Hof Geierslay 901Z","4200",2019-11-28,1415013,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,1415,8670,613,2832.352
"1561",1561,"E3123801W000000000006333661237087",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Hof Geierslay 901Z","4200",2019-08-29,3892031,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,3892,8670,223,1865.3312
"1562",1562,"E3123801W000000000006333661237088",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Erbachstraße 0","4200",2019-09-27,3487168,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,3487,8670,249,2023.4432
"1563",1563,"E3123801W000000000006333661247669",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Hof Geierslay 901z","4200",2019-12-30,23445,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,23,8670,37696,3375.7888
"1564",1564,"E3123801W000000000006333661247670",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Hof Geierslay 901Z","4200",2019-12-23,279908,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,280,8670,3096,3275.456
"1565",1565,"E31280100000000000000000174201515","DeWind GmbH","D6",1250,"21.12.2002",7134033,49.567652,7.21169,91.5,62,713401074,55776,"Rückweiler","Berglangenbacher Str. 900Z","1250",2002-12-20,1950842,"7134","Birkenfeld","713401","Baumholder",1850,1951,6290,322,1693.9456
"1566",1566,"E31280100000000000000000174222341",NA,NA,NA,NA,NA,NA,NA,NA,NA,713401074,55776,"Rückweiler","Berglangenbacher Str. 900Z","1250",2002-12-21,1950842,"7134","Birkenfeld","713401","Baumholder",1850,1951,6290,322,1693.9456
"1567",1567,"E31280100000000000000000216600031",NA,NA,NA,NA,NA,NA,NA,NA,NA,713401051,55779,"Leitzweiler","Haupstr. 900Z","1500",2003-07-08,2460840,"7134","Birkenfeld","713401","Baumholder",1850,2461,6290,256,1494.8416
"1568",1568,"E31280100000000000000000251301517","GE Wind Energy GmbH","GE1.5sl",1500,"27.06.2003",7134042,49.596368,7.206811,85,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500",2003-06-27,2590699,"7134","Birkenfeld","713401","Baumholder",1850,2591,6290,243,1444.0896
"1569",1569,"E31280100000000000000000251301553","GE Wind Energy GmbH","GE1.5sl",1500,"02.12.2003",7134042,49.596521,7.21032,85,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500",2003-12-02,2590699,"7134","Birkenfeld","713401","Baumholder",1850,2591,6290,243,1444.0896
"1570",1570,"E31280100000000000000000251322342","GE Wind Energy GmbH","1,5 sl",1500,"16.07.2003",7134051,49.599367,7.222215,85,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500",2003-07-16,2590699,"7134","Birkenfeld","713401","Baumholder",1850,2591,6290,243,1444.0896
"1571",1571,"E31280100000000000000000251322857","Nordex SE","S77",1500,"31.03.2006",7134042,49.596053,7.202344,100,77,713401075,55776,"Ruschberg","UA Ruschberg 900Z","1500",2006-03-31,2619767,"7134","Birkenfeld","713401","Baumholder",1850,2620,6290,240,1432.768
"1572",1572,"E31280100000000000000000331501459","Vestas Deutschland GmbH","V90",2000,"11.11.2004",7134020,49.638191,7.209721,105,90,713402020,55765,"Dienstweiler","Windpark an der L 170","2000",2004-11-11,3349326,"7134","Birkenfeld","713402","Birkefeld",1850,3349,6290,188,1148.1664
"1573",1573,"E31280100000000000000000331513065","Vestas Deutschland GmbH","V90",2000,"12.11.2004",7134020,49.64136,7.214653,105,90,713402020,55765,"Dienstweiler","Windpark an der L 170","2000",2004-11-12,3349326,"7134","Birkenfeld","713402","Birkefeld",1850,3349,6290,188,1148.1664
"1574",1574,"E31280100000000000000000331513066","Vestas Deutschland GmbH","V90",2000,"20.10.2004",7134020,49.642184,7.205446,105,90,713402020,55765,"Dienstweiler","Windpark an der L 170","2000",2004-10-20,3349326,"7134","Birkenfeld","713402","Birkefeld",1850,3349,6290,188,1148.1664
"1575",1575,"E31280100000000000000000331513067","Vestas Deutschland GmbH","V90",2000,"16.11.2004",7134020,49.642056,7.210463,105,90,713402020,55765,"Dienstweiler","Windpark an der L 170","2000",2004-11-16,3349326,"7134","Birkenfeld","713402","Birkefeld",1850,3349,6290,188,1148.1664
"1576",1576,"E31280100000000000000000584431564","Fuhrländer AG","FL MD 77",1500,"29.09.2006",7134019,49.701702,7.409601,100,77,713405055,55758,"Mittelreidenbach","ohne Postalische Zuordnung 999","1500",2006-09-28,2750088,"7134","Birkenfeld","713405","Herstein-Rhaunen",1850,2750,6290,229,1382.016
"1577",1577,"E31280100000000000000000584431567","Fuhrländer AG","FL MD 77",1500,"29.09.2006",7134019,49.701099,7.41553,100,77,713405055,55758,"Mittelreidenbach","ohne Postalische Zuordnung 999","1500",2006-09-29,2750088,"7134","Birkenfeld","713405","Herstein-Rhaunen",1850,2750,6290,229,1382.016
"1578",1578,"E31280100000000000000000843959621","Nordex SE","N100",2500,"15.06.2010",7134008,49.570607,7.270193,100,100,713401026,55777,"Fohren-Linden","Zur Serr 901z","2500",2010-06-15,3417404,"7134","Birkenfeld","713401","Baumholder",1850,3417,6290,184,1121.6192
"1579",1579,"E31280100000000000000001157683349",NA,NA,NA,NA,NA,NA,NA,NA,NA,713402020,55765,"Dienstweiler","Eborner Berg 900Z","2400",2017-03-11,5318617,"7134","Birkenfeld","713402","Birkefeld",1850,5319,6290,118,379.0784
"1580",1580,"E31280100000000340000005110101196","ENERCON GmbH","Enercon 40",500,"29.06.1995",7134018,49.627936,7.12756,50,40.3,713402018,55765,"Dambach","Am Hammelsberg 900Z","500",1995-06-29,552665,"7134","Birkenfeld","713402","Birkefeld",1850,553,6290,1137,2239.7248
"1581",1581,"E31280100000000340000005623701516","ENERCON GmbH","E-40",500,"20.12.1996",7134062,49.698357,7.249995,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582",1582,"E31280100000000340000005946201197","ENERCON GmbH","Enercon 40",500,"19.12.1996",7134042,49.624862,7.203325,NA,40.3,713402042,55768,"Hoppstädten-Weiersbach","Windpark 900Z","500",1996-12-01,580806,"7134","Birkenfeld","713402","Birkefeld",1850,581,6290,1083,2228.7936
"1583",1583,"E31280100000000340000005946222337","ENERCON GmbH","Enercon 40",500,"19.12.1996",7134042,49.623569,7.204228,65,40.3,713402042,55768,"Hoppstädten-Weiersbach","Windpark 900Z","500",1996-12-01,580806,"7134","Birkenfeld","713402","Birkefeld",1850,581,6290,1083,2228.7936
"1584",1584,"E31280100000000340000005946222338",NA,NA,NA,NA,NA,NA,NA,NA,NA,713402042,55768,"Hoppstädten-Weiersbach","Windpark 900Z","500",1996-12-01,580806,"7134","Birkenfeld","713402","Birkefeld",1850,581,6290,1083,2228.7936
"1585",1585,"E31280100000000340000006639401325","ENERCON GmbH","Enercon 66",1500,"12.10.2000",7134054,49.586467,7.331331,67,66,713401054,55777,"Mettweiler","Windpark Mettweiler 3","1500",2000-10-12,2045664,"7134","Birkenfeld","713401","Baumholder",1850,2046,6290,307,1656.8576
"1586",1586,"E31280100000000340000006639401420","ENERCON GmbH","E-58/10.58",1000,"06.05.2003",7134054,49.58585,7.326792,70.5,58.6,713401054,55777,"Mettweiler","Windpark Mettweiler 3","1000",2003-05-07,1698278,"7134","Birkenfeld","713401","Baumholder",1850,1698,6290,370,1792.7168
"1587",1587,"E31280100000000340000006639401421","ENERCON GmbH","E-40/6.44",600,"06.05.2003",7134054,49.58785,7.330864,77.7,44,713401054,55777,"Mettweiler","Windpark Mettweiler 3","600",2003-05-06,960733,"7134","Birkenfeld","713401","Baumholder",1850,961,6290,655,2080.4416
"1588",1588,"E31280100000000340000006640022339","ENERCON GmbH","Enercon 40",500,"01.12.1996",7134054,49.587714,7.323148,NA,40.3,713401054,55777,"Mettweiler","Windpark Mettweiler 1","500",1996-12-01,796658,"7134","Birkenfeld","713401","Baumholder",1850,797,6290,789,2144.4672
"1589",1589,"E31280110000000000000000174201515","DeWind GmbH","D6",1250,"21.12.2002",7134033,49.566232,7.213383,91.5,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590",1590,"E31416015500000000000000200200140",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey","Rudolf-Diesel-Str. 6c","3050",2014-06-04,6212129,"7331","Alzey-Worms","733100","Alzey",2150,6212,7310,118,428.6592
"1591",1591,"E31416015500000000000000200200150",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey","Rudolf-Diesel-Str. 6c","3050",2014-06-04,6212129,"7331","Alzey-Worms","733100","Alzey",2150,6212,7310,118,428.6592
"1592",1592,"E31416015500000000000000200200160",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey","Rudolf-Diesel-Str. 6c","3050",2014-06-04,6212129,"7331","Alzey-Worms","733100","Alzey",2150,6212,7310,118,428.6592
"1593",1593,"E31416015500260220000E00009100272",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey-Heimersheim","Flur 11, Flurstück 99","3000",2016-12-27,8126102,"7331","Alzey-Worms","733100","Alzey",2150,8126,7310,90,-318.5664
"1594",1594,"E31477010001000332100000S00100696",NA,NA,NA,NA,NA,NA,NA,NA,NA,732000000,66482,"Zweibrücken","Schangenhof 100","9600",2017-02-21,24908253,"7320","Zweibrücken","732000","Zweibrücken",2300,24908,7820,31,-6671.1552
"1595",1595,"E31477010001000713100000S00100687",NA,NA,NA,NA,NA,NA,NA,NA,NA,732000000,66482,"Zweibrücken","Am Raulstein 100","6150",2016-12-03,11578912,"7320","Zweibrücken","732000","Zweibrücken",2300,11579,7820,68,-1467.5136
"1596",1596,"E31495010000000000060208034400000","AN-Maschinenbau- und Umweltschutzanlagen GmbH","Bonus 1300",1300,"19.09.2001",7141010,50.256844,8.016799,59,62,714111010,56368,"Berghausen","Am Steinritz 0","1300",2001-10-25,1424441,"7141","Rhein-Lahn","714111","Aar-Einrich",3700,1424,12580,883,4355.3024
"1597",1597,"E31495010000000000060208038900000",NA,NA,NA,NA,NA,NA,NA,NA,NA,714107060,56357,"Holzhausen","An der Bäderstr. 0","600",1997-11-01,599583,"7141","Rhein-Lahn","714107","Nastätten",3700,600,12580,2097,4676.992
"1598",1598,"E31495010000000000060208039500000",NA,NA,NA,NA,NA,NA,NA,NA,NA,714103061,65558,"Holzheim","Alte Str. #","600",2000-04-27,501546,"7141","Rhein-Lahn","714103","Diez",3700,502,12580,2506,4715.2512
"1599",1599,"E31495010000000000060208042700000",NA,NA,NA,NA,NA,NA,NA,NA,NA,714111068,56368,"Katzenelnbogen","Auf dem Rödelsberg #","150",1991-12-29,92736,"7141","Rhein-Lahn","714111","Aar-Einrich",3700,93,12580,13527,4874.9248
"1600",1600,"E31495010000000000060208043100000","ENERCON GmbH","ENERCON-40 E2 6.44",600,"15.03.2002",7141117,50.236944,7.945,65,44,714111117,56370,"Rettert","Tannenhof 0/WEA","600",2002-03-12,887764,"7141","Rhein-Lahn","714111","Aar-Einrich",3700,888,12580,1417,4564.5568
"1601",1601,"E31495010000000000060208047000000","Fuhrländer AG","FL1000",1000,"27.09.2001",7141011,50.243078,7.974453,70,54,714111011,56370,"Berndroth","Am Steinberg 0","3000",2001-09-27,2975282,"7141","Rhein-Lahn","714111","Aar-Einrich",3700,2975,12580,423,3749.792
"1602",1602,"E31495010000000000060208047600000","ENERCON GmbH","E 40-6.44",600,"15.04.2002",7141038,50.395581,7.9332,78,44,714103038,65558,"Eppenrod","Hirschberger Str. #","3900",2001-12-17,4380374,"7141","Rhein-Lahn","714103","Diez",3700,4380,12580,287,3201.28
"1603",1603,"E31495010000000000060235373700000","Easywind GmbH","EasyWind 6 AC",6000,"29.10.2013",7138009,NA,NA,19,6,713804009,53547,"Dattenberg","Hof Ronig 4","6",2013-10-29,906,"7138","Neuwied","713804","Linz am Rhein",0,1,0,0,-0.3904
"1604",1604,"E31495010000000000060235572900000","ENERCON GmbH","E-53",800,"20.12.2013",7141011,50.246624,7.97376,73,53,714111088,56370,"Mittelfischbach","Windkraftanlage #","808",2013-12-19,1079982,"7141","Rhein-Lahn","714111","Aar-Einrich",3700,1080,12580,1165,4489.6
"1605",1605,"E31495010000000000060358941300000","Lely Aircon B.V. Niederlassung Leer","LA 30",NA,"13.12.2017",7141092,NA,NA,42,NA,714107092,56355,"Nastätten","Hof Singhof 1","29,8",2017-12-08,9960,"7141","Rhein-Lahn","714107","Nastätten",3700,10,12580,125800,4907.328
"1606",1606,"E31654010000000000000031736000961","Nordex Energy GmbH","N 90",2300,"29.12.2006",7134026,49.576389,7.271667,100,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",1607,"E32954010000000000001603200500001",NA,NA,NA,NA,NA,NA,NA,NA,NA,733806013,67259,"Heuchelheim","Hinterste Gewann 1994","2300",2013-03-22,2558961,"7338","Rhein-Pfalz","733806","Lambsheim-Heßheim",1635,2559,5559,217,1171.2
"1608",1608,"E32954010000000000001603200500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,733207010,67246,"Dirmstein",NA,"2350",2016-11-11,3886404,"7332","Bad Dürkheim","733207","Leiningerland",2075,3886,7055,182,1237.1776
"1609",1609,"E32954010000000000001603603000001","Nordex Energy GmbH","N117/2400",2400,"09.06.2016",7338015,49.589912,8.303337,141,116.8,731900000,67547,"Worms","Flur 15, 131 4","2400",2016-06-09,4836034,"7319","Worms","731900","Worms",2300,4836,7820,162,1164.9536
"1610",1610,"E32954010000000000001603603000002","Nordex SE","N117/2400",2400,"09.06.2016",7338015,49.58962,8.295192,141,116.8,731900000,67547,"Worms","Flur 15, 131 4","2400",2016-06-09,4836034,"7319","Worms","731900","Worms",2300,4836,7820,162,1164.9536
"1611",1611,"E32954010000000000001603603000003","Nordex SE","N117/2400",2400,"16.06.2016",7338015,49.586708,8.298443,141,116.8,731900000,67547,"Worms","Flur 15, 131 4","2400",2016-06-16,4836034,"7319","Worms","731900","Worms",2300,4836,7820,162,1164.9536
"1612",1612,"E32954010000000000001603603000004","Nordex SE","N117/2400",2400,"20.06.2016",7338015,49.58304,8.298814,141,116.8,731900000,67547,"Worms","Flur 15, 131 4","2400",2016-06-20,4836034,"7319","Worms","731900","Worms",2300,4836,7820,162,1164.9536
"1613",1613,"E32954010000000000002843000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,733105075,55599,"Wonsheim","Böllerweg 18","4,5",2013-05-15,222,"7331","Alzey-Worms","733105","Wöllstein",2150,0,7310,Inf,2853.824
"1614",1614,"E32954010000000000003610170500001",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey-Dautenheim","Flur 11, 6","3050",2015-09-24,6122895,"7331","Alzey-Worms","733100","Alzey",2150,6123,7310,119,463.4048
"1615",1615,"E32954010000000000003610170500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey-Dautenheim","Flur 11, 6","3050",2015-10-20,6122895,"7331","Alzey-Worms","733100","Alzey",2150,6123,7310,119,463.4048
"1616",1616,"E32954010000000000003610200900001","ENERCON GmbH","E-92",2350,"23.12.2013",7339066,49.773,8.302,138,92,733907066,67587,"Wintersheim","Flur 7, 41","2350",2013-12-16,4762758,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,4763,7820,164,1193.4528
"1617",1617,"E32954010000000000003612200200001",NA,NA,NA,NA,NA,NA,NA,NA,NA,733100003,55232,"Alzey-Dautenheim","Kettenheimer Str. 41643","3050",2013-10-15,6661793,"7331","Alzey-Worms","733100","Alzey",2150,6662,7310,110,252.9792
"1618",1618,"E32954010000000000003613500500001","ENERCON GmbH","E-101",3050,"29.09.2013",7339028,49.777756,8.307269,135,101,733907024,67583,"Guntersblum","Flur 6, 21","3050",2013-09-23,5587294,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,5587,7820,140,871.7632
"1619",1619,"E32954010000000000003613500500002","ENERCON GmbH","E-101",3050,"16.10.2013",7339028,49.774558,8.307561,135,101,733907024,67583,"Guntersblum","Flur 7, 43,45","3050",2013-09-23,5803505,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,5804,7820,135,787.0464
"1620",1620,"E32954010000000000003613500500003","ENERCON GmbH","E-101",3050,"21.11.2013",7339028,49.773458,8.302139,135,101,733907024,67583,"Guntersblum","Flur 7, 36","3050",2013-09-23,5925121,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,5925,7820,132,739.808
"1621",1621,"E32954010000000000003613500500004","ENERCON GmbH","E-101",3050,"29.11.2013",7339028,49.778575,8.300969,135,101,733907024,67583,"Guntersblum","Flur 7, 1","3050",2013-09-23,5381206,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,5381,7820,145,952.1856
"1622",1622,"E32954010000000000003613500500005","ENERCON GmbH","E 101 FTQ",3050,"23.09.2014",7339015,49.791167,8.312389,135,101,733907024,67583,"Guntersblum","Flur 6, 1","3050",2014-09-23,6235212,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,6235,7820,125,618.784
"1623",1623,"E32954010000000000003613500500006","ENERCON GmbH","E101",NA,"26.09.2014",7339015,NA,NA,135,101,733907024,67583,"Guntersblum","Flur 8, 1","3050",2014-09-26,6166658,"7339","Mainz-Bingen","733907","Rhein-Selz",2300,6167,7820,127,645.3312
"1624",1624,"E32954010000000000003614600100001",NA,NA,NA,NA,NA,NA,NA,NA,NA,733101031,55234,"Gau-Heppenheim","Flur 5, Flurstück, 83/1","3450",2017-04-26,8342622,"7331","Alzey-Worms","733101","Alzey-Land",2150,8343,7310,88,-403.2832
"1625",1625,"E32954010000000000003614601100001",NA,NA,NA,NA,NA,NA,NA,NA,NA,733101026,55234,"Framersheim","Flur 100, 9","3370",2013-08-03,7113517,"7331","Alzey-Worms","733101","Alzey-Land",2150,7114,7310,103,76.5184
"1626",1626,"E32954010000000000003614601100002",NA,NA,NA,NA,NA,NA,NA,NA,NA,733101026,55234,"Framersheim","Flur 100, 9","3370",2013-08-13,7389416,"7331","Alzey-Worms","733101","Alzey-Land",2150,7389,7310,99,-30.8416
"1627",1627,"E32954010000000000003615001015600","Kenersys Europe GmbH","K-100-2.5",2500,"19.01.2012",7333083,49.753703,7.868596,135,100,733307083,67822,"Winterborn","Gemarkung Winterborn 152","2500",2012-01-18,5127793,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,5128,8415,164,1283.2448
"1628",1628,"E32954010000000000003615100500001","ENERCON GmbH","E-92",2350,"08.06.2016",7339060,49.826203,8.204783,138,92,733106029,55288,"Gabsheim","Flur 4, 141/1","2300",2016-06-08,4313399,"7331","Alzey-Worms","733106","Wörrstadt",2150,4313,7310,169,1170.0288
"1629",1629,"E32954010000000000003615100500002","ENERCON GmbH","E-92",2350,"13.06.2016",7339060,49.825683,8.208922,138,92,733106029,55288,"Gabsheim","Flur 4, 141/1","2300",2016-06-13,4313399,"7331","Alzey-Worms","733106","Wörrstadt",2150,4313,7310,169,1170.0288
"1630",1630,"E32954010000000000003615100500003","ENERCON GmbH","E-92",2350,"21.06.2016",7339060,49.822604,8.209639,138,92,733106029,55288,"Gabsheim","Flur 4, 141/1","2300",2016-06-21,4313399,"7331","Alzey-Worms","733106","Wörrstadt",2150,4313,7310,169,1170.0288
"1631",1631,"E32954010000000000003615500200001","ENERCON GmbH","E115",3000,"11.12.2015",7331031,49.730275,8.170978,149,115,733107039,55234,"Hangen-Weisheim","Ausserhalb 147/2","3000",2015-12-11,7390449,"7331","Alzey-Worms","733107","Wonnegau",2150,7390,7310,99,-31.232
"1632",1632,"E32954010000000000003615925000001","ENERCON GmbH","E-53",800,"30.12.2015",7339021,49.911765,7.951871,73,53,733908021,55457,"Gensingen","Flur 6 Nr., 96/2","800",2015-12-24,687174,"7339","Mainz-Bingen","733908","Sprendlingen-Gensingen",2300,687,7820,1138,2784.7232
"1633",1633,"E32954010000000000003615925000002","ENERCON GmbH","E-53",800,"24.12.2015",7339021,49.907339,7.950867,73,53,733908021,55457,"Gensingen","Flur 6 Nr., 366","800",2015-12-24,687174,"7339","Mainz-Bingen","733908","Sprendlingen-Gensingen",2300,687,7820,1138,2784.7232
"1634",1634,"E32954010000000000003615925000003","ENERCON GmbH","E-53",800,"24.12.2015",7339021,49.909182,7.946774,73,53,733908021,55457,"Gensingen","Flur 6 Nr., 329/330","800",2015-12-30,687174,"7339","Mainz-Bingen","733908","Sprendlingen-Gensingen",2300,687,7820,1138,2784.7232
"1635",1635,"E32954010000000000003616501000001","Senvion Deutschland GmbH","3.4M104",3370,"10.01.2013",7331020,49.719433,8.172924,128,104,733101020,55234,"Eppelsheim","Flur 9, 41650","3370",2013-01-10,5658642,"7331","Alzey-Worms","733101","Alzey-Land",2150,5659,7310,129,644.5504
