"","X","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung"
"88",88,"E30254010000000000005230838106691","ENERCON GmbH","E-66/18.70",1800,"21.12.2000",7333040,49.677834,7.901341,98,70,733304040,67819,"Kriegsfeld","Gemarkung Kriegsfeld, Flurst. 3919/52","1800",2000-12-21,3120769,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,3121,8415,270,2066.7776
"89",89,"E30254010000000000005230876501820","ENERCON GmbH","E-40/6.44 E2",600,"07.05.2002",7336069,49.6504,7.6976,65,44,733608069,67759,"Nußbach","Gemarkung Nussbach, Flurst. 2114","600",2002-05-07,1022546,"7336","Kusel","733608","Lauterecken-Wolfstein",2700,1023,9180,897,3184.4928
"90",90,"E30254010000000000005230888706707","ENERCON GmbH","E-66/18.70-3",1800,"11.12.2003",7336069,49.6523,7.7038,98,70,733608069,67759,"Nußbach","Gemarkung Nussbach, Flurstück 1389, 1389/2","1600",2003-12-12,3219360,"7336","Kusel","733608","Lauterecken-Wolfstein",2700,3219,9180,285,2327.1744
"91",91,"E30254010000000000005230940402446","Vestas Deutschland GmbH","V90-2.0MW",2000,"13.04.2006",7338023,49.293704,8.379747,105,90,733807023,67354,"Römerberg","Gemarkung Römerberg, Flurst. 1546/7","2000",2006-04-13,3159743,"7338","Rhein-Pfalz","733807","Römerberg-Dudenhofen",1635,3160,5559,176,936.5696
"92",92,"E30254010000000000005230940406757","Vestas Deutschland GmbH","V90",2000,"01.10.2008",7338023,49.296821,8.383127,105,90,733807023,67354,"Römerberg","Gemarkung Römerberg, Flurst. 1517/1518","2000",2008-10-01,3052733,"7338","Rhein-Pfalz","733807","Römerberg-Dudenhofen",1635,3053,5559,182,978.3424
"93",93,"E30254010000000000005231606303528","Vestas Deutschland GmbH","V-80-2.0",2000,"14.02.2003",7335501,49.520949,7.530289,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1520/1","2000",2003-02-14,2885151,"7335","Kaiserslautern","733509","Weilerbach",2375,2885,8075,280,2026.176
"94",94,"E30254010000000000005231606303529","Vestas Deutschland GmbH","V-80",2000,"19.01.2003",7335501,49.519808,7.533332,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1540/1","2000",2003-01-19,2885151,"7335","Kaiserslautern","733509","Weilerbach",2375,2885,8075,280,2026.176
"95",95,"E30254010000000000005231606303530","Vestas Deutschland GmbH","V-80",2000,"16.01.2003",7335501,49.518207,7.53529,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1530/1","2000",2003-01-16,2885151,"7335","Kaiserslautern","733509","Weilerbach",2375,2885,8075,280,2026.176
"96",96,"E30254010000000000005231606303531","Vestas Deutschland GmbH","V-80",2000,"28.12.2002",7335501,49.518739,7.539336,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1444/1","2000",2002-12-28,2885151,"7335","Kaiserslautern","733509","Weilerbach",2375,2885,8075,280,2026.176
"97",97,"E30254010000000000005231606303532","Vestas Deutschland GmbH","V-80",2000,"29.12.2002",7335501,49.519194,7.543122,100,80,733509501,66879,"Reichenbach-Steegen","Gemarkung Reichenbach-Steegen, Flurst. 1440/1","2000",2002-12-29,2885151,"7335","Kaiserslautern","733509","Weilerbach",2375,2885,8075,280,2026.176
"98",98,"E30254010000000000005231606303533","ENERCON GmbH","E-66/20.70",2000,"08.12.2004",7336087,49.530546,7.589261,98,70.4,733608087,67753,"Rothselberg","Gemarkung Rothselberg, Flurst. 2885","2000",2004-12-08,2411487,"7336","Kusel","733608","Lauterecken-Wolfstein",2700,2411,9180,381,2642.6176
"99",99,"E30254010000000000005231606303534","ENERCON GmbH","E-66/20.70",2000,"02.12.2004",7336087,49.521912,7.607461,98,70.4,733608087,67753,"Rothselberg","Gemarkung Rothselberg, Flurst. 3085","2000",2004-12-02,2411484,"7336","Kusel","733608","Lauterecken-Wolfstein",2700,2411,9180,381,2642.6176
"100",100,"E30254010000000000005231607403543","Vestas Deutschland GmbH","V66",1650,"19.10.2000",7333038,49.58767,8.079197,67,66,733302038,67304,"Kerzenheim","Gemarkung Kerzenheim, Flurst. 346","1650",2000-10-19,1396482,"7333","Donnersbergkreis","733302","Eisenberg",2475,1396,8415,603,2740.2176
"101",101,"E30254010000000000005231615906699",NA,NA,NA,NA,NA,NA,NA,NA,NA,733302038,67304,"Kerzenheim","Gemarkung Kerzenheim, Flurst. 320/4","1500",2003-08-20,1842254,"7333","Donnersbergkreis","733302","Eisenberg",2475,1842,8415,457,2566.0992
"102",102,"E30254010000000000005231640303562","Vestas Deutschland GmbH","V90",2000,"28.02.2007",7336047,49.499972,7.404166,105,90,733609047,66909,"Hüffler","Gemarkung Hüffler, Flurstück 452/1","2000",2007-02-28,3818634,"7336","Kusel","733609","Oberes Glantal",2700,3819,9180,240,2092.9344
"103",103,"E30254010000000000005231640307069","Vestas Deutschland GmbH","V90",2000,"21.02.2007",7336047,49.502427,7.404858,105,90,733609047,66909,"Hüffler","Gemarkung Hüffler, Flurstück 446/1","2000",2007-02-21,3818627,"7336","Kusel","733609","Oberes Glantal",2700,3819,9180,240,2092.9344
"104",104,"E30254010000000000005231819004016","ENERCON GmbH","E48",800,"09.08.2007",7340016,49.192646,7.353584,75.8,48,734006016,66919,"Hermersberg","Gemarkung Hemersberg, Flurst.  3600/4","800",2007-08-09,1174216,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,1174,8415,717,2826.8864
"105",105,"E30254010000000000005231819006705","ENERCON GmbH","E48",800,"07.08.2007",7340016,49.192571,7.354011,75.8,48,734006016,66919,"Hermersberg","Gemarkung Hemersberg, Flurst. 5025","800",2007-08-07,1174216,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,1174,8415,717,2826.8864
"106",106,"E30254010000000000005231819007703","ENERCON GmbH","E82",2000,"16.07.2008",7340055,49.185654,7.353584,138,82,734006016,66919,"Hermersberg","Gemarkung Weselberg, Flurst. 3350","2000",2008-07-10,4024250,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,4024,8415,209,1714.2464
"107",107,"E30254010000000000005231819007704","ENERCON GmbH","E82",2000,"08.07.2008",7340055,49.192571,7.354011,138,82,734006016,66919,"Hermersberg","Gemarkung Weselberg, Flurst. 2540","2000",2008-07-29,4024251,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,4024,8415,209,1714.2464
"108",108,"E30254010000000000005231821504019","ENERCON GmbH","E48",800,"13.07.2007",7336021,49.341545,7.292918,75.8,48,733610103,66887,"Welchweiler","Gemarkung Welchweiler, Flurst. 160/1+1165/1","2000",2007-08-03,1700281,"7336","Kusel","733610","Kusel-Altenglan",2700,1700,9180,540,2920.192
"109",109,"E30254010000000000005232123306711","ENERCON GmbH","E82",2000,"28.12.2007",7340015,49.174153,7.372911,108,82,734006054,67714,"Waldfischbach-Burgalben","Gemarkung Waldfischbach-Burgalben, Flurst. 883","2000",2007-12-28,3092015,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,3092,8415,272,2078.0992
"110",110,"E30254010000000000005232123306712","ENERCON GmbH","E82",2000,"27.12.2007",7340015,49.174659,7.375159,108,82,734006022,66989,"Höheinöd","Gemarkung Höheinöd, Flurst. 741","2000",2007-12-27,3092015,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,3092,8415,272,2078.0992
"111",111,"E30254010000000000005232123306713","ENERCON GmbH","E82",2000,"30.01.2008",7340015,49.173073,7.373579,108,82,734006054,67714,"Waldfischbach-Burgalben","Gemarkung Waldfischbach-Burgalben, Flurst. 914/913","2000",2008-01-30,3092016,"7340","Südwestpfalz","734006","Waldfischbach-Burgalben",2475,3092,8415,272,2078.0992
"112",112,"E30254010000000000005232263805059","Vestas Deutschland GmbH","V90",2000,"04.03.2008",7337061,49.170983,8.20202,105,90,733707061,76877,"Offenbach","Gemarkung Offenbach, Flurst. 2380, Kahlenberg","2000",2008-03-04,3564919,"7337","Südliche Weinstraße","733707","Offenbach an der Queich",2515,3565,8551,240,1946.5344
"113",113,"E30254010000000000005232263805060","Vestas Deutschland GmbH","V90",2000,"17.03.2008",7337061,49.167192,8.2064,105,90,733707061,76877,"Offenbach","Gemarkung Offenbach, Flurst. 2332, Kahlenberg","2000",2008-03-17,3564919,"7337","Südliche Weinstraße","733707","Offenbach an der Queich",2515,3565,8551,240,1946.5344
"114",114,"E30254010000000000005232263805061","Vestas Deutschland GmbH","V90",2000,"08.03.2008",7337061,49.169503,8.205116,105,90,733707061,76877,"Offenbach","Gemarkung Offenbach, Flurst. 2355, Kahlenberg","2000",2008-03-08,3564912,"7337","Südliche Weinstraße","733707","Offenbach an der Queich",2515,3565,8551,240,1946.5344
"115",115,"E30254010000000000005232790909814","Vestas Deutschland GmbH","V90",2000,"07.10.2008",7338023,49.297747,8.377295,105,90,733807023,67354,"Römerberg","Gemarkung Römerberg, Flurst. 1463","2000",2008-10-07,3052724,"7338","Rhein-Pfalz","733807","Römerberg-Dudenhofen",1635,3053,5559,182,978.3424
"116",116,"E30254010000000000005232855709017","ENERCON GmbH","E 70",2300,"27.02.2009",7340221,49.172108,7.466173,98,71,734008221,66484,"Riedelberg","Gemarkung Riedelberg, Flurst. 3384, südl. K 81","2300",2009-02-27,3114291,"7340","Südwestpfalz","734008","Zweibrücken-Land",2475,3114,8415,270,2069.5104
"117",117,"E30254010000000000005232855709018","ENERCON GmbH","E 70",2300,"04.03.2009",7340221,49.170805,7.469643,98,71,734008221,66484,"Riedelberg","Gemarkung Riedelberg, Flurst. 3435, südl. K 81","2300",2009-03-04,3114293,"7340","Südwestpfalz","734008","Zweibrücken-Land",2475,3114,8415,270,2069.5104
"118",118,"E30254010000000000005232855709019","ENERCON GmbH","E 82",2000,"03.03.2009",7340221,49.170418,7.473716,98,82,734008221,66484,"Riedelberg","Gemarkung Riedelberg, Flurst. 3477, südl. K 81","2000",2009-03-03,3705969,"7340","Südwestpfalz","734008","Zweibrücken-Land",2475,3706,8415,227,1838.3936
"119",119,"E30254010000000000005232855709020","ENERCON GmbH","E 70",2300,"12.01.2009",7336036,49.60921,7.66289,65,70,734008221,66484,"Riedelberg","Gemarkung Riedelberg, Flurst. 3508, südl. K 81","2000",2009-02-27,3705969,"7340","Südwestpfalz","734008","Zweibrücken-Land",2475,3706,8415,227,1838.3936
"120",120,"E30254010000000000005233312514223","ENERCON GmbH","E82",2000,"26.10.2009",7336003,49.560905,7.427893,108,82,733610003,66885,"Erdesbach-Patersbach","Gemarkung Patersbach, Flurst. 948, Bistersberg","2000",2009-10-26,2812792,"7336","Kusel","733610","Kusel-Altenglan",2700,2813,9180,326,2485.6768
"121",121,"E30254010000000000005233312514224","ENERCON GmbH","E82",2000,"03.11.2009",7336003,49.563606,7.422525,108,82,733610022,66887,"Erdesbach-Patersbach","Gemarkung Erdesbach, Flurst. 640, Bistersberg","2000",2009-11-03,2812792,"7336","Kusel","733610","Kusel-Altenglan",2700,2813,9180,326,2485.6768
"122",122,"E30254010000000000005233312514225","ENERCON GmbH","E82",2000,"03.11.2009",7336003,49.560124,7.422714,108,82,733610022,66887,"Erdesbach-Patersbach","Gemarkung Erdesbach, Flurst. 598, Bistersberg","2000",2009-11-03,2812791,"7336","Kusel","733610","Kusel-Altenglan",2700,2813,9180,326,2485.6768
"123",123,"E30254010000000000005233312514226","ENERCON GmbH","E82",2000,"12.10.2009",7336003,49.557391,7.421888,108,82,733610003,66885,"Erdesbach-Patersbach","Gemarkung Patersbach, Flurst. 1010, Bistersberg","2000",2009-10-12,2812792,"7336","Kusel","733610","Kusel-Altenglan",2700,2813,9180,326,2485.6768
"124",124,"E30254010000000000005233432816109","Vestas Deutschland GmbH","V-90",2000,"28.11.2009",7340226,49.21603,7.49013,105,90,734008226,66484,"Walshausen","Gemarkung Walshausen, Flurst. 312, 313","2000",2009-11-28,3690572,"7340","Südwestpfalz","734008","Zweibrücken-Land",2475,3691,8415,228,1844.2496
"125",125,"E30254010000000000005233432816110","Vestas Deutschland GmbH","V-90",2000,"01.12.2009",7340226,49.21436,7.49281,105,90,734008226,66484,"Walshausen","Gemarkung Walshausen, Flurst. 307, 308","2000",2009-12-01,3690567,"7340","Südwestpfalz","734008","Zweibrücken-Land",2475,3691,8415,228,1844.2496
"126",126,"E30254010000000000005234010625532","ENERCON GmbH","E-126",7580,"24.11.2010",7333025,49.678627,7.896039,135,126,733307025,67813,"Gerbach","Gemarkung Gerbach, Flurst. 2447/10","7580",2010-11-19,14409442,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,14409,8415,58,-2340.0576
"127",127,"E30254010000000000005234010639491","ENERCON GmbH","E-101",3000,"28.10.2011",7333025,49.67732,7.90634,135,101,733307025,67813,"Gerbach","Gemarkung Gerbach, Flurst 3919/10","3050",2011-10-28,8012878,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,8013,8415,105,156.9408
"128",128,"E30254010000000000005234201028183",NA,NA,NA,NA,NA,NA,NA,NA,NA,733801006,67125,"Dannstadt-Schauernheim","Gemarkung Dannstadt, Flurst. 2621","2500",2011-02-04,3663506,"7338","Rhein-Pfalz","733801","Dannstadt-Schauernheim",1635,3664,5559,152,739.808
"129",129,"E30254010000000000005234201028184",NA,NA,NA,NA,NA,NA,NA,NA,NA,733800005,67459,"Böhl-Iggelheim","Gemarkung Böhl, Flurst. 2623","2500",2011-02-02,3663507,"7338","Rhein-Pfalz","733800","vfr Rhein-Pfalz",1635,3664,5559,152,739.808
"130",130,"E30254010000000000005234239828155","ENERCON GmbH","Enercon E-82",2000,"30.12.2010",7332010,49.586289,8.272211,108,82,733207010,67246,"Dirmstein","Gemarkung Dirmstein, Flurstück 4781","2000",2010-12-30,3285475,"7332","Bad Dürkheim","733207","Leiningerland",2075,3285,7055,215,1471.808
"131",131,"E30254010000000000005234239828156","ENERCON GmbH","E82",2000,"29.12.2010",7332010,49.586054,8.278192,108,82,733207010,67246,"Dirmstein","Gemarkung Dirmstein, Flurstück 4769","2000",2010-12-30,3284043,"7332","Bad Dürkheim","733207","Leiningerland",2075,3284,7055,215,1472.1984
"132",132,"E30254010000000000005234430229628","Vestas Deutschland GmbH",NA,2000,"31.03.2011",7336055,49.493047,7.357079,105,90,733609041,66909,"Herschweiler-Pettersheim","Gemarkung Herschweiler Pettersheim, Flurst. 994","2000",2011-03-31,3412674,"7336","Kusel","733609","Oberes Glantal",2700,3413,9180,269,2251.4368
"133",133,"E30254010000000000005234430229629","Vestas Deutschland GmbH","V90",2000,"10.03.2011",7336006,49.493163,7.36553,105,90,733609101,66909,"Wahnwegen","Gemarkung Wahnwegen, Flurst. 692","2000",2011-03-10,3412676,"7336","Kusel","733609","Oberes Glantal",2700,3413,9180,269,2251.4368
"134",134,"E30254010000000000005234767337518","ENERCON GmbH","E70",2000,"03.08.2007",7336021,49.343243,7.293455,65,70,733610103,66887,"Welchweiler","Gemarkung Welchweiler, Flurst. 1130/1","800",2007-07-13,782829,"7336","Kusel","733610","Kusel-Altenglan",2700,783,9180,1172,3278.1888
"135",135,"E30254010WEA1OBERNDORF0FLUR322006",NA,NA,NA,NA,NA,NA,NA,NA,NA,733307055,67821,"Oberndorf","Hauptstr.","2530",2014-09-05,5483956,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,5484,8415,153,1144.2624
"136",136,"E30254010WEA2GOLLWALD00FLUR474306","GE Wind Energy GmbH","GE 2.5-120",2750,"20.09.2014",7333026,49.571669,7.988501,139,120,733303026,67307,"Göllheim","Ohligerpfad","2530",2014-09-23,5468956,"7333","Donnersbergkreis","733303","Göllheim",2475,5469,8415,154,1150.1184
"137",137,"E30254010WEA2GOLLWALD00FLUR475902","GE Wind Energy GmbH","GE 2.5-120",2750,"04.09.2014",7333026,49.571299,7.982149,139,120,733303026,67307,"Göllheim","Ohligerpfad","2530",2014-09-04,5468956,"7333","Donnersbergkreis","733303","Göllheim",2475,5469,8415,154,1150.1184
"138",138,"E30254010WEA2GOLLWALD00FLUR475903","GE Wind Energy GmbH","GE 2.5-120",2750,"11.09.2014",7333026,49.573993,7.97977,139,120,733303026,67307,"Göllheim","Ohligerpfad","2530",2014-09-11,5468956,"7333","Donnersbergkreis","733303","Göllheim",2475,5469,8415,154,1150.1184
"139",139,"E30254010WEA2GOLLWALD00FLUR476304","GE Wind Energy GmbH","GE 2.5-120",2750,"08.09.2014",7333026,49.576934,7.976805,139,120,733303026,67307,"Göllheim","Ohligerpfad","2530",2014-09-13,5468956,"7333","Donnersbergkreis","733303","Göllheim",2475,5469,8415,154,1150.1184
"140",140,"E30254010WEA2GOLLWALD00FLUR476305","GE Wind Energy GmbH","GE 2.5-120",2750,"20.09.2014",7333026,49.578424,7.972446,139,120,733303026,67307,"Göllheim","Ohligerpfad","2530",2014-09-23,5468952,"7333","Donnersbergkreis","733303","Göllheim",2475,5469,8415,154,1150.1184
"141",141,"E30254010WEA2OBERNDORF0FLUR306006","GE Renewable Germany GmbH","GE 2.5-120",2750,"01.09.2014",7333055,49.704111,7.830056,139,120,733307055,67821,"Oberndorf","Hauptstr.","2530",2014-09-01,5483960,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,5484,8415,153,1144.2624
"142",142,"E30254011000000000005231616306700","ENERCON GmbH","Enercon E-70 E4",2000,"30.12.2004",7338013,49.586441,8.284324,98,70,733806013,67259,"Heuchelheim","Gemarkung Heuchelheim, Flurst. 2005","2000",2004-12-30,2255677,"7338","Rhein-Pfalz","733806","Lambsheim-Heßheim",1635,2256,5559,246,1289.4912
"143",143,"E30254012000000000005231616306700","ENERCON GmbH","E-70 E4",2000,"13.05.2005",7338009,49.584225,8.290069,113,70,733806013,67259,"Heuchelheim","Gemarkung Großniedesheim, Flurst. 774/2","2000",2005-05-13,2355899,"7338","Rhein-Pfalz","733806","Lambsheim-Heßheim",1635,2356,5559,236,1250.4512
"144",144,"E30254013000000000005231616306700","ENERCON GmbH","E-70 E4",2000,"21.04.2005",7338013,49.586063,8.28925,98,70,733806013,67259,"Heuchelheim","Gemarkung Heuchelheim, Flurst. 1985","2000",2005-05-03,2255677,"7338","Rhein-Pfalz","733806","Lambsheim-Heßheim",1635,2256,5559,246,1289.4912
"145",145,"E30254014000000000005231616306700","ENERCON GmbH","E-70 E 4",2000,"15.04.2005",7338013,49.58453,8.284287,98,70,733806013,67259,"Heuchelheim","Gemarkung Heuchelheim, Flurst. 2005","2000",2005-04-15,2255674,"7338","Rhein-Pfalz","733806","Lambsheim-Heßheim",1635,2256,5559,246,1289.4912
"146",146,"E30254015000000000005231616306700","ENERCON GmbH","E-48",800,"03.02.2005",7338013,49.583,8.29124,76,48,733806013,67259,"Heuchelheim","Gemarkung Großniedesheim, Flurst. 772","800",2005-02-03,903367,"7338","Rhein-Pfalz","733806","Lambsheim-Heßheim",1635,903,5559,616,1817.7024
"147",147,"E3025401PVA0000000000009000011337","ENERCON GmbH","E-101",3000,"20.06.2013",7335205,49.511284,7.88393,135,101,733502004,67677,"Enkenbach-Alsenborn","Flurstück 1298_4","3000",2013-05-31,5211716,"7335","Kaiserslautern","733502","Enkenbach-Alsenborn",2375,5212,8075,155,1117.7152
"148",148,"E3025401WEA0000000000ESSELBORN001","Vestas Deutschland GmbH","Vestas V112-3.0MW",3075,"16.10.2013",7331022,49.702394,8.115272,140,112,733101022,55234,"Esselborn","Flur 4 Flurstück 29","3075",2013-10-16,7476259,"7331","Alzey-Worms","733101","Alzey-Land",2150,7476,7310,98,-64.8064
"149",149,"E3025401WEA0000000000ESSELBORN002","Vestas Deutschland GmbH","Vestas V112-3.0MW",3075,"17.10.2013",7331022,49.699907,8.108869,140,112,733101022,55234,"Esselborn","Flur 49 Flurstück 50","3075",2013-10-17,7476254,"7331","Alzey-Worms","733101","Alzey-Land",2150,7476,7310,98,-64.8064
"150",150,"E3025401WEA0000000000OBERHAUSEN01",NA,NA,NA,NA,NA,NA,NA,NA,NA,733307053,67822,"Oberhausen","UW Oberndorf (Übergabestation) 999","3075",2014-04-02,6245691,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,6246,8415,135,846.7776
"151",151,"E3025401WEA0000000000OBERHAUSEN02",NA,NA,NA,NA,NA,NA,NA,NA,NA,733307053,67822,"Oberhausen","UW Oberndorf (Übergabestation) 999","3075",2014-04-11,6245686,"7333","Donnersbergkreis","733307","Nordpfälzer Land",2475,6246,8415,135,846.7776
"152",152,"E3025401WEA000000000HUNGERBERG001","Vestas Deutschland GmbH","Vestas V112",3075,"27.12.2013",7333010,49.647127,8.041429,140,112,733304010,67295,"Bolanden","Flurstück 3533","3075",2013-12-27,6542120,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6542,8415,129,731.2192
"153",153,"E3025401WEA000000000HUNGERBERG004","Vestas Deutschland GmbH","Vestas V112",3075,"31.01.2014",7333062,49.658403,8.048717,140,112,733304022,67294,"Gauersheim","UW Bolanden","3075",2014-01-31,6533594,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6534,8415,129,734.3424
"154",154,"E3025401WEA000000000HUNGERBERG005","Vestas Deutschland GmbH","Vestas V112",3075,"31.01.2014",7333022,49.654588,8.045203,140,112,733304062,67294,"Rittersheim","UW Bolanden","3075",2014-01-31,6533594,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6534,8415,129,734.3424
"155",155,"E3025401WEA000000000HUNGERBERG006","Vestas Deutschland GmbH","Vestas V112",3075,"27.12.2013",7333022,49.65165,8.04569,140,112,733304022,67294,"Gauersheim","Flurstück 900_1 und 901","3075",2013-12-27,6542120,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6542,8415,129,731.2192
"156",156,"E3025401WEA000000000HUNGERBERG007","Vestas Deutschland GmbH","Vestas V112",3075,"10.12.2013",7333022,49.648654,8.048865,140,112,733304022,67294,"Gauersheim","Flurstück 907 und 908","3075",2013-12-10,6542120,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6542,8415,129,731.2192
"157",157,"E3025401WEA000000000HUNGERBERG008","Vestas Deutschland GmbH","Vestas V112",3075,"13.02.2014",7333022,49.656694,8.053087,140,112,733304022,67294,"Gauersheim","UW Bolanden","3075",2014-02-13,6542109,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6542,8415,129,731.2192
"158",158,"E3025401WEA000000000HUNGERBERG009","Vestas Deutschland GmbH","Vestas V112",3075,"29.12.2013",7333022,49.652515,8.053542,140,112,733304022,67294,"Gauersheim","Flurstück 927 und 928","3075",2013-12-29,6542119,"7333","Donnersbergkreis","733304","Kirchheimbolanden",2475,6542,8415,129,731.2192
